time,lat,lon,alt,gps_alt,baro_alt,speed,heading,sat,roll,pitch,accx,accy,accz,gyro_x,gyro_y,gyro_z,battery,temp,hum,pressure_kpa,status
1165.058,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-68.68,-88.42,-0.73,0.15,2.21,0.0,0.1,0.0,0.0,23.53,55.2,101.321,1
1165.208,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-68.43,-88.69,-0.78,0.2,2.25,-0.1,0.0,0.0,0.0,23.56,55.2,101.322,1
1165.359,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-69.22,-88.4,-0.73,0.15,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1165.512,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-66.59,-88.67,-0.78,0.2,2.25,0.0,-0.1,0.0,0.0,23.55,55.2,101.321,1
1165.662,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-66.53,-88.41,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.55,55.2,101.321,1
1165.812,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-67.12,-88.67,-0.73,0.2,2.3,0.0,0.0,0.1,0.0,23.52,55.2,101.321,1
1165.963,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-64.56,-88.44,-0.64,0.15,2.25,0.0,-0.1,0.0,0.0,23.56,55.2,101.321,1
1166.116,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-68.28,-88.69,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.56,55.1,101.321,1
1166.266,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-66.05,-88.44,-0.73,0.2,2.16,0.1,-0.1,0.0,0.0,23.53,55.2,101.321,1
1166.416,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-68.6,-88.68,-0.78,0.15,2.25,0.1,0.0,0.0,0.0,23.53,55.2,101.322,1
1166.567,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-69.72,-88.37,-0.73,0.2,2.25,0.0,0.0,0.0,0.0,23.55,55.2,101.322,1
1166.72,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-66.72,-88.63,-0.78,0.15,2.3,0.0,0.1,0.0,0.0,23.55,55.1,101.323,1
1166.87,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-63.59,-88.39,-0.73,0.15,2.21,0.0,-0.1,-0.1,0.0,23.56,55.2,101.323,1
1167.02,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-65.79,-88.62,-0.69,0.15,2.21,0.0,-0.1,0.0,0.0,23.55,55.2,101.322,1
1167.171,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-64.54,-88.35,-0.78,0.2,2.25,0.0,-0.1,0.0,0.0,23.55,55.2,101.322,1
1167.324,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-65.28,-88.59,-0.73,0.1,2.21,0.0,0.1,0.0,0.0,23.55,55.2,101.321,1
1167.474,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-61.47,-88.38,-0.73,0.15,2.3,-0.2,-0.1,0.0,0.0,23.55,55.2,101.322,1
1167.624,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-62.97,-88.62,-0.73,0.2,2.21,0.0,-0.1,0.0,0.0,23.55,55.2,101.321,1
1167.775,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-58.95,-88.4,-0.73,0.15,2.21,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1167.928,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-63.85,-88.59,-0.78,0.15,2.25,-0.1,0.1,0.0,0.0,23.56,55.2,101.323,1
1168.078,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-46.36,-88.51,-0.73,0.15,2.21,0.0,-0.1,0.0,0.0,23.55,55.2,101.322,1
1168.228,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-52.86,-88.66,-0.73,0.2,2.25,0.0,-0.1,0.0,0.0,23.52,55.2,101.322,1
1168.379,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-51.11,-88.41,-0.73,0.2,2.25,0.0,0.0,0.0,0.0,23.55,55.2,101.322,1
1168.532,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-55.78,-88.59,-0.78,0.2,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1168.682,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-50.16,-88.42,-0.73,0.2,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1168.832,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-53.05,-88.62,-0.73,0.2,2.25,0.0,-0.2,0.0,0.0,23.53,55.2,101.322,1
1168.983,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-32.54,-88.48,-0.73,0.2,2.25,0.0,-0.1,0.0,0.0,23.56,55.1,101.322,1
1169.136,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-38.81,-88.67,-0.73,0.15,2.16,0.0,-0.1,0.0,0.0,23.56,55.2,101.322,1
1169.286,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-44.91,-88.34,-0.73,0.25,2.25,-0.1,-0.1,0.0,0.0,23.55,55.2,101.322,1
1169.436,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-47.57,-88.56,-0.78,0.15,2.25,0.0,-0.1,0.0,0.0,23.55,55.2,101.322,1
1169.587,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-67.58,-88.49,-0.73,0.2,2.3,-0.1,-0.1,0.0,0.0,23.55,55.2,101.321,1
1169.74,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-66.29,-88.64,-0.73,0.15,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1169.89,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-70.61,-88.27,-0.73,0.2,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1170.04,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-70.68,-88.48,-0.69,0.2,2.3,0.0,0.0,0.1,0.0,23.56,55.2,101.322,1
1170.191,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-42.89,-88.38,-0.69,0.2,2.25,0.0,-0.1,0.0,0.0,23.56,55.2,101.321,1
1170.344,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-47.81,-88.56,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.321,1
1170.494,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-17.99,-88.49,-0.73,0.2,2.25,-0.2,-0.1,0.0,0.0,23.56,55.2,101.321,1
1170.644,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-27.88,-88.65,-0.73,0.2,2.3,0.0,-0.1,0.0,0.0,23.55,55.2,101.321,1
1170.795,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-53.32,-88.58,-0.78,0.15,2.21,0.1,-0.1,0.0,0.0,23.55,55.2,101.321,1
1170.948,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-55.79,-88.69,-0.73,0.2,2.21,0.0,0.1,0.0,0.0,23.55,55.2,101.321,1
1171.098,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-17.61,-88.68,-0.73,0.15,2.35,0.0,-0.1,0.0,0.0,23.56,55.2,101.321,1
1171.248,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-25.65,-88.78,-0.83,0.15,2.25,0.0,-0.1,0.0,0.0,23.56,55.2,101.321,1
1171.399,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-41.21,-88.46,-0.69,0.15,2.21,0.0,0.1,0.0,0.0,23.56,55.2,101.321,1
1171.552,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-44.21,-88.62,-0.73,0.2,2.21,0.0,0.1,0.0,0.0,23.57,55.2,101.32,1
1171.702,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-7.71,-88.62,-0.73,0.15,2.25,0.0,-0.1,-0.1,0.0,23.57,55.2,101.32,1
1171.852,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-18.34,-88.73,-0.73,0.15,2.3,0.0,0.0,0.0,0.0,23.56,55.2,101.32,1
